Character,Chapter,Line
Cloud,Sector 7 - Seventh Heaven,All right...... I promise.
Tifa,Sector 7 - Seventh Heaven,"You remember now, don't you... our promise?"
Cloud,Sector 7 - Seventh Heaven,I'm not a hero and I'm not famous. I can't keep...... the promise.
Tifa,Sector 7 - Seventh Heaven,"But you got your childhood dream, didn't you? You joined SOLDIER.So come on! You've got to keep your promise......"
Barret,Sector 7 - Seventh Heaven,Wait a sec big-time SOLDIER!A promise is a promise! Here!!
Cloud,Sector 7 - Seventh Heaven,This is my pay? Don't make me laugh.
Tifa,Sector 7 - Seventh Heaven,What? Then you'll...!!
Cloud,Sector 7 - Seventh Heaven,You got the next mission lined up? I'll do it for 3000.
Barret,Sector 7 - Seventh Heaven,What......!?
Tifa,Sector 7 - Seventh Heaven,"It's ok, it's ok.psst, psst...... (We're really hurting for help, right?)"
Barret,Sector 7 - Seventh Heaven,Uh...... ugh...... (That money's for Marlene's schoolin'......)2000!
Tifa,Sector 7 - Seventh Heaven,"Thanks, Cloud."
Tifa,Sector 7 - Seventh Heaven,Good Morning! Cloud!Did you sleep well?
Cloud,Sector 7 - Seventh Heaven,"- Barret's snoring kept me up......- Next to you, who wouldn't?"
Tifa,Sector 7 - Seventh Heaven,"psstpsst...(keep it down, they'll hear you. Barret's always edgy before an operation.)"
Tifa,Sector 7 - Seventh Heaven,I don't know what you mean.
Tifa,Sector 7 - Seventh Heaven,I'm going this time.
Barret,Sector 7 - Seventh Heaven,"Our target's the Sector 5 Reactor. Head for the station first.I'll fill you in on the train.Yo! Cloud!Before the next mission, I got somethin' I wanna ask you!I, uh,...... I don't really know how to use Materia!I'll give you that Materia you found. Just teach me how to use it!"
Cloud,Sector 7 - Seventh Heaven,"...sigh...- Ok, I'll explain it- You wouldn't understand"
Cloud,Sector 7 - Seventh Heaven,"Sure, I'll explain how Materia works.First, access the menu.You know the basic functions.The triangle button brings up the menu.Directional buttons move the cursor,like this.Select each menu by using the OK button.If you want to leave the menu,just push the CANCEL button.See? Let's go ahead.Now you're in this menu.Select [Materia] sub menu.Select who you want to use it.Now look at my weapon here.Each weapon and armor has slots in it.Choose which slot you want to put Materia in.Now select the Materia you want to use.This is curative Materia.If you want to know what its effect is,line the cursor up with [Check],and push the OK button.It's just like selecting battle commands.Just line the cursor up to [Magic],you can see that the available magic has increased.Now you can use new magic [Cure].And that's all there is to equipping Materia.See? It wasn't that tough!When you want to remove any Materia,it's as easy as pointing to the materia slot,and pushing the triangle button.There's just one thing you have to be careful of.Whenever you equip Materia,your situation changes.Parts of you may become stronger...while others get weaker.Normally, when you equip [Magic] Materia,your magic power will get stronger.But your physical strength weakens.So, Materia's kind of a double-edged sword.On the left side of the screen,you can see the Materia's effect on you.It's wise not to overuse Magic Materia.But try out various things.Push the CANCEL button to exit the sub menu.Ok, that's about it.I'll give you some advanced tips later."
Barret,Sector 7 - Seventh Heaven,"Shi......! What's this 'It wasn't that tough!' crap!I'm clueless......Well, you handle the Materia then!"
Barret,Sector 7 - Seventh Heaven,"So this is what makes them guys in SOLDIER so great, huh!?Ok. I'll ask Jessie again later. But you're in charge of the Materia!"
Tifa,Sector 7 - Seventh Heaven,"Cloud! I got a message from the Weapon Shop man upstairs.He has something he wants to give you. Don't forget!Marlene, you watch the store while we're gone!"
Marlene,Sector 7 - Seventh Heaven,All right!! Good Luck.Take care!
Item Shopkeeper,Sector 7 - Seventh Heaven,"Ahh... Another slow day......If this keeps up, this store's goin' under...Can't sell any really good medicine in a slum like this.Oh!! Look at this! This doesn't happen everyday. You a...... customer?Yes!! Welcome!! We sell! We buy!"
Weapons Shopkeeper,Sector 7 - Seventh Heaven,"He, HEY! Waitaminit you!!You can't just walk outta here without buyin' somethin'...Might be unhealthy fer ya, if ya know what I mean."
Kid,Sector 7 - Seventh Heaven,You dried up old geez. You tired?Why don't you rest up on the third floor of my house?There's just one condition.You gotta give me some cash.
Cloud,Sector 7 - Seventh Heaven,- 1 gil- 10 gil- nothin'
Kid,Sector 7 - Seventh Heaven,"Damn, man!! Just forget about it!"
Kid,Sector 7 - Seventh Heaven,"Oh man, oh man......Go ahead 'n' help yourself to the room."
Kid,Sector 7 - Seventh Heaven,Cheap %#*^...
Black-haired Man,Sector 7 - Seventh Heaven,"Heh heh... He'll forget about it. OH, you!!Get my friend on the second floor to teach ya."
Big Man,Sector 7 - Seventh Heaven,This is the Beginner's Hall.You say you're a beginner? But your eyes say you're not.
Cloud,Sector 7 - Seventh Heaven,Don't mess with me. I used to be in SOLDIER. I'll tell you how much I know... an' for free too!What do you want to know?- How to save?- How to heal your allies?- Curative Magic?- Weapons and armor?- How to apply Materia?- Effective ways to use Materia?- How to form your battle party?- How to check your status?- About Limit status?- Other things to watch for?- That's all
Cloud,Sector 7 - Seventh Heaven,"Now I'll tell you about saving.You know what'll happen if you don't save?That's right.Everything you worked so hard to do will be lost!You never know when there might be a power outage.And you've got a long battle ahead of you.It pays to save oftenand take breaks when you need them.Anyway you'll need a Memory card to save your games.But, uh, none of the stores around here sell any.You'll have to get some at a (real) store.I guess you already have a Memory card.Put the Card firmly into the slot.Put it in either the right or left side.Then when you're ready, access the menu.Select [Save].Remember you can't just save wherever you want.You can only save at places marked [Save Point].When you find one, a message will appear.Whenever you reach a [Save Point],you'll want to save your game.Slot 1 is on the left,slot 2 on the right. Choose either one.Next, choose your file and save it.Each Memory card can hold up to 15 files.If you have files from other games on it,there will be less room to save.The screen only shows 3 files at a time so,press the directional buttons to scroll down the list,and you can see the rest.Remember, the more files you have,the longer it will take to load.One last thing.The Memory card is a delicate device.Be careful when handling it.Never remove it while saving or loading.Don't get mad even if you lose.If that happens, just chill out,and let your head, and your console, cool down.That's all.Remember to save often so you don't lose your games."
Cloud,Sector 7 - Seventh Heaven,"For my explanation, I'll need a Potion."
Ghost,Sector 7 - Seventh Heaven,"Man, ex-SOLDIER's sure are cheap. OK, I'll GIVE you a Potion..."
Cloud,Sector 7 - Seventh Heaven,"You probably already know this but...HP is your life force.If HP is lost in battle, you're out of commission.MP is the source of your magic power.If your MP's lost, you'll be unable to cast spells.So, what should we do to cure a damaged ally?There are three ways.First, you can rest at an inn at a nearby town.Second, you can use items to help them recover.Third, you can use curative magic.I'll explain about Magic later,but here we'll talk about items.Select [Item] from the menu.Potion restores HP.If you can't find where Potion is,access the menu and select [Arrange]to change the order of items.You can arrange them however you like.Order items you'll use in the field.Order items you'll use in battle.Prioritize items you can throw in battle.Order weapons and armor separately.Order by nameOrder by most items heldOrder by least items heldBy the way,[Key Items]'s are just that,items that unlock problems just like a key.They're very important items to have.Keep that in mind.Ok, now select [Use],Then select [Potion].Select the person you want to use it on.If they're already maxed out,you won't be able to use it on them.We can restore MP with [Ether].You use this the same way you did for [Potion].Just pick a member and use it!The number appearing next to the item nametells you how many are available.Of course, the more you use, the less you'll have.Some enemies will drop Potions or Ethers,but you'll want to stock up whenever you're at a store.One last thing, if someone in your party gets wiped out,either rest at an inn or use [Phoenix Down].That's all!"
Cloud,Sector 7 - Seventh Heaven,"Now I'll tell you how to use curative magic.First, access the menu and select [Magic].Next, select who'll cast the spell.Pick an ally equipped with [Restore] Materia.You can select another party memberby using the L1 and R1 buttons.The function also work in other sub menus.Better remember that.This is magic you can use,monsters you can summon,and enemy techniques you've learned.Whenever [Magic] is selected...the available magic appears on the screen...So, if you wanted to use [Cure]...you would select it from the menu...then select who you want to use it on.I think Potion is pretty expensive, so...when you're near an inn and you can restore MP,it's better to use curative magic rather than Potion.That's all."
Cloud,Sector 7 - Seventh Heaven,"Equipping weapons & armor is basic to battle.Let me show you how it's done.Just finding or buying new weapons or armor,isn't enough.You have to access the menu and select [Equip].Then, select who you want to equip.You can change weapons,armorand accessories.Accessories have special effects.Just select what you want to change.On the right side of the screen,here's a list of what can be equipped.You can see the item's effect here.Change your weapon with the OK button.Make sure it'll increase attack/defense levels.Pay special attention to Materia slots.The slots that are linked are effective.Also check the growth rates of Materia.Now when you want to remove an accessory...press the triangle button here.You should never remove weapons or armor.Because you never know when you'll be attacked.After you're finished equipping,you should re-equip your Materia.That's it!"
Cloud,Sector 7 - Seventh Heaven,"Materia can unleash hidden power in humans.So let's see how Materia is used.First, access the menu.Then select [Materia].Select who you want to use it.Pay close attention to my weapon here.Each weapon and armor has slots in them.Choose which slot you want to put Materia in.Now select the Materia you want to use.This is curative Materia.If you want to know what its effect is,line the cursor up with [Check],and push the OK button.It's just like selecting battle commands.Just line the cursor up to [magic],you can see that the available magic has increased.Now you can use new magic [Cure].And that's all there is to equipping Materia.See? It wasn't that tough!When you want to remove Materia,it's as easy as pointing to the materia slot,and pushing the triangle button.There's only one thing you have to watch out for.When you equip Materia, your condition changes.Parts of you will become stronger...while others get weaker.Normally, when you equip [Magic] Materia,your magic power will get stronger.But your physical strength weakens.So, Materia's kind of a double-edged sword.The left side of the screen,shows the effect of the Materia.Try out everything.And that's all.I'll tell you about some of the finer points next."
Cloud,Sector 7 - Seventh Heaven,"Access the menu if you find Materia.There's a lot of different Materia around.This is one of them. It's [All] Materia.If you equip this alone, nothing will happen.It's a little tricky, but I'll tell you anyway.Now look at my weapon.Look closely at those two slots.They're joined together as linked slots.You've got to remember to put it into linked slots.Different Materia will affect each other.But only if the slots are linked.Just to show you,let's put some [All] into one of the slots,and [Lightning] in the other.Now we can use [Bolt] on [All] the enemies.But it's limited to once per battle.Combine different thingsand you'll come up with different results.Combining [Restore] and [All],will let you use [Cure] for your entire party.There are also many useless combinations.For example, [Restore] and [Lightning][Bolt] and [Cure] can be used normally, butthere won't be any compound effect.Specialized Materia like [All] is called [Support Materia].You can tell the differencejust by looking at the Materia's color.This may sound weird, butdid you know Materia grows on its own?Even if one of your allies uses it,it will continue to grow with each battle.As its level increases,so will the effects of the magic you can use.I told you [All] works once per battle.But it can work twice or more as it grows.When you get it to the master leve,Materia will divide itself, looking like it's giving birth.But that master Materia won't grow anymore.When you can't take Materia on anymore,you'd better sell it or dump it somewhere.You can see the useful functions here.You can [Arange] Materia,[Remove all] Materia from your weapon.You can throw Materia into the [Trash].Oops, relax! I wasn't gonna dump it.Let's see. This is a special menu for you.You can exchange all Materia you have between allies,even if they're not in your party.Now about Materia's growth.The growth rate depends onwhat weapon or armor it's put into.Some will double in growth, while others won't grow at all.In most cases, the Materia's effect won't changewhether you put it into a weapon or armor.But [Elemental] and [Added Effect]are completely different depending on whetherthey're put into weapons or armor.You've got to think aboutwhat weapon or armor to use, orwhat Materia combinations will be the strongest.I remember hearing once...about extraordinary Materia somewhere in the world.I think I've told you just about everything I can."
Cloud,Sector 7 - Seventh Heaven,"I'll explain your party's order in battle.First, access the menu and select [Order].Next, select who you want to switch.Now, select the position you want.This will change their position in battle.In this casethere isn't any advantage/disadvantage.But when you select the same person twice,it will place themin either the front/back row in a battle.When they're on the left side of the screen,that'll be the front row...When they're on the right,that'll be the back row.When you're in the front rowand you select [Attack]you inflict major damage on your enemy.But you will also receive greater damage.While in the back row,although you do less damage to the enemy,you also receive less damage.For magic attacks,there's no difference in damagebetween the front & back rows.There is also no differencewhen you use long range weapons.It's better to keep weaker members..."
