Character,Game,Words,Lines,Sentences
Steamy Associate,Final Fantasy 14,8,1,2
Wy,Final Fantasy 14,8,1,2
Storm Captain Ghimthota Sthalmoenwyn,Final Fantasy 14,7,1,1
Flame Runner,Final Fantasy 14,7,1,2
Flame Scout,Final Fantasy 14,7,1,1
Temple Knight,Final Fantasy 14,7,2,2
Willowy Mol Girl,Final Fantasy 14,7,1,1
Frightened Villager,Final Fantasy 14,7,1,2
Hospitable Hawker,Final Fantasy 14,7,1,2
Mischievous Fuath,Final Fantasy 14,7,1,2
Wright resident,Final Fantasy 14,7,1,1
Crimson Crystal,Final Fantasy 14,7,1,1
Giott the Aleforged,Final Fantasy 14,7,1,1
Steelarm Cerigg,Final Fantasy 14,7,1,1
Auri Woman,Final Fantasy 14,7,1,2
Feral Voidsent,Final Fantasy 14,7,4,3
Haughty Memoriate,Final Fantasy 14,7,1,1
Nonchalant Ranch Hand,Final Fantasy 14,7,1,1
Tonawawtan Soldier,Final Fantasy 14,7,3,3
Sentry,Final Fantasy 14,7,2,3
Endless Alayla,Final Fantasy 14,7,1,1
Pensive Boy,Final Fantasy 14,7,1,1
Foerzagyl,Final Fantasy 14,7,1,1
Nhagi'a Jakkya,Final Fantasy 14,7,1,2
Lina Mewrilah,Final Fantasy 14,7,1,1
Seigetsu the Enlightened,Final Fantasy 14,7,1,2
Kamlito Halito,Final Fantasy 14,7,1,1
Sunbaked Merchant,Final Fantasy 14,6,1,1
Hungry Beggar,Final Fantasy 14,6,1,1
Kobolds,Final Fantasy 14,6,1,2
Igeyorhm,Final Fantasy 14,6,1,1
Crystal Brave Lancer,Final Fantasy 14,6,1,2
Annia quo Soranus,Final Fantasy 14,6,1,2
Blue Jongleur,Final Fantasy 14,6,1,2
Alert Amaro,Final Fantasy 14,6,2,4
Ys Iala,Final Fantasy 14,6,1,1
Amused Fuath,Final Fantasy 14,6,1,2
Blessed Man,Final Fantasy 14,6,1,2
Agitated Man,Final Fantasy 14,6,1,1
Bright-eyed Student,Final Fantasy 14,6,1,1
Serpent Captain Sanson Smyth,Final Fantasy 14,6,2,2
Jareck,Final Fantasy 14,6,1,2
Elezen Woman,Final Fantasy 14,6,1,1
Hyur,Final Fantasy 14,6,2,3
Black-robed Man,Final Fantasy 14,6,6,1
Galatea Parva,Final Fantasy 14,6,1,1
Boastful Ranch Hand,Final Fantasy 14,6,1,1
Blue-haired Daybreaker,Final Fantasy 14,6,2,2
Landsguard Soldier,Final Fantasy 14,6,2,3
Worried Gentleman,Final Fantasy 14,6,1,1
Milalla Woman,Final Fantasy 14,6,1,1
Narumi,Final Fantasy 14,6,2,2
Riggy,Final Fantasy 14,6,1,2
Gyorei,Final Fantasy 14,6,1,1
Roegadyn Starlight Helper,Final Fantasy 14,6,1,1
Laurenssen,Final Fantasy 14,6,1,1
Fleet-footed Ixal,Final Fantasy 14,6,1,3
Prue,Final Fantasy 14,6,1,1
Papalymo,Final Fantasy 14,5,1,1
Galfrid the Gallant,Final Fantasy 14,5,1,1
Eager Thaumaturge,Final Fantasy 14,5,1,1
Shallowscale Reaver,Final Fantasy 14,5,1,1
Wilred of the Falling Petal,Final Fantasy 14,5,1,1
Mogglesguard,Final Fantasy 14,5,1,1
Mord Merchant,Final Fantasy 14,5,1,3
Fearful Citizen,Final Fantasy 14,5,1,1
Broenbhar Rocksplitter,Final Fantasy 14,5,2,2
The Watcher,Final Fantasy 14,5,2,1
Dreaming Spirit,Final Fantasy 14,5,1,1
Supplicating Spirit,Final Fantasy 14,5,1,1
Lamenting Spirit,Final Fantasy 14,5,1,1
Elezen Man,Final Fantasy 14,5,1,1
Hasdahd,Final Fantasy 14,5,1,1
Highlander Bazaar Patron,Final Fantasy 14,5,1,1
Head of Resolve,Final Fantasy 14,5,1,1
Ulala,Final Fantasy 14,5,1,1
Ultros,Final Fantasy 14,5,1,3
Khloe Aliapoh,Final Fantasy 14,5,1,1
Perturbed Citizen,Final Fantasy 14,5,1,2
Unnerved Wood Wailer,Final Fantasy 14,5,1,2
Mamool Ja Mercenary Head,Final Fantasy 14,4,1,1
Lalafellin Woman,Final Fantasy 14,4,1,1
Shallowtail Reaver,Final Fantasy 14,4,4,4
Swynbroes,Final Fantasy 14,4,1,1
Gundobald the Resolute,Final Fantasy 14,4,1,1
Company of Heroes,Final Fantasy 14,4,1,1
Namai Farmwife,Final Fantasy 14,4,1,1
Indolent Amaro,Final Fantasy 14,4,2,3
Placid Elder,Final Fantasy 14,4,3,1
Delirious Youth,Final Fantasy 14,4,2,1
A-Ruhn-Senna,Final Fantasy 14,4,1,1
Entreating Spirit,Final Fantasy 14,4,1,1
Hyuran Merchant,Final Fantasy 14,4,1,1
Passing Patron,Final Fantasy 14,4,1,1
Kind-eyed Xbr'aal,Final Fantasy 14,4,1,1
Blue-haired Tonawawta,Final Fantasy 14,4,1,1
Softspoken Man,Final Fantasy 14,4,1,1
Delighted Girl,Final Fantasy 14,4,2,3
Playful Girl,Final Fantasy 14,4,1,1
Elven Tracker,Final Fantasy 14,4,1,2
Undaunted Lancer,Final Fantasy 14,4,1,1
A-Ruhn Senna,Final Fantasy 14,4,1,1
Isainne,Final Fantasy 14,4,1,1
Glazrael,Final Fantasy 14,3,1,1
Eager Marauder,Final Fantasy 14,3,1,1
Storm Marauder,Final Fantasy 14,3,1,1
Slickshell Captain,Final Fantasy 14,3,1,1
Sabinianus,Final Fantasy 14,3,3,1
Faded Spirit,Final Fantasy 14,3,1,1
Terminus Snatcher,Final Fantasy 14,3,2,3
Overflow Level Checker,Final Fantasy 14,3,1,1
Roegadyn Bazaar Patron,Final Fantasy 14,3,1,1
Troian Rider,Final Fantasy 14,3,1,1
Leering Voidsent,Final Fantasy 14,3,1,2
Slobbering Voidsent,Final Fantasy 14,3,1,1
Cheering Onlooker,Final Fantasy 14,3,1,1
Excited Onlooker,Final Fantasy 14,3,1,1
Hhetsarro Bandit,Final Fantasy 14,3,1,1
Vanguard Sentry G7,Final Fantasy 14,3,1,1
Origenics Sentry G9,Final Fantasy 14,3,1,2
Hyuran Girl,Final Fantasy 14,3,1,1
Edgyth,Final Fantasy 14,3,1,1
Zhloe,Final Fantasy 14,3,1,1
Associates,Final Fantasy 14,3,1,2
Pashtarot,Final Fantasy 14,2,1,1
Excited Gnath,Final Fantasy 14,2,1,1
Exultant Gnath,Final Fantasy 14,2,1,1
Sul Uin,Final Fantasy 14,2,1,1
Spirited Alchemist,Final Fantasy 14,2,1,1
Irritated Hamsa,Final Fantasy 14,2,1,2
Man of Palaka,Final Fantasy 14,2,1,1
Warped Flesh,Final Fantasy 14,2,1,1
Troian Guard Dog,Final Fantasy 14,2,1,2
Snuffling Voidsent,Final Fantasy 14,2,1,1
Zoraal Ja,Final Fantasy 14,2,1,1
Water Imp,Final Fantasy 14,2,2,2
Muscle-bound Men,Final Fantasy 14,2,1,1
The Great Gourd,Final Fantasy 14,2,1,1
Pink Bean,Final Fantasy 14,2,1,2
Colibri,Final Fantasy 14,1,1,1
Desperate Damsel,Final Fantasy 14,1,1,1
Five-headed Dragon,Final Fantasy 14,1,1,1
Pawnil,Final Fantasy 14,1,1,1
Terminus Pursuer,Final Fantasy 14,1,1,1
Propylaion Guide,Final Fantasy 14,1,1,1
Malformed Dragonet,Final Fantasy 14,1,1,1
Albus Canis Lupinus,Final Fantasy 14,1,1,1
Rodent,Final Fantasy 14,1,1,1
Antelope,Final Fantasy 14,1,1,1
Bandit Archer,Final Fantasy 14,1,1,1
Andreia,Final Fantasy 14,1,1,1
Immaculate Knight,Final Fantasy 14,1,1,1
Immaculate Warrior,Final Fantasy 14,1,1,1
Immaculate Magus,Final Fantasy 14,1,1,1
Pink Goobbue,Final Fantasy 14,1,1,1
Major General,Final Fantasy 14,1,1,1
Pegwin,Final Fantasy 14,1,1,1
